SSN;File;Priority;Line;Description;Rule set;Rule
s2101408;Tutorial2018/s247831dir/genJava/source/P4WCIprojectin1file.pde;3;43;Do not use global event variable keyPressed in method draw, draw is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2101408;Tutorial2018/s247831dir/genJava/source/P4WCIprojectin1file.pde;3;44;Do not use global event variable key in method draw, draw is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2115859;Tutorial2018/s249119dir/genJava/source/P4WCIprojectin1file.pde;3;143;The method display is too long, 28 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2115859;Tutorial2018/s249119dir/genJava/source/P4WCIprojectin1file.pde;3;200;Avoid variables with short names like c;Naming;ShortVariable
s2115859;Tutorial2018/s249119dir/genJava/source/P4WCIprojectin1file.pde;3;203;Avoid variables with short names like c_;Naming;ShortVariable
s2115859;Tutorial2018/s249119dir/genJava/source/P4WCIprojectin1file.pde;3;37;Do not use literals for pixels for rect(float*, float*, float, float) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2084589;Tutorial2018/s249486dir/genJava/source/P4WCIprojectin1file.pde;3;162;Do not use drawing method ellipse(float*, float*, float, float) in method changecolorRelease, changecolorRelease is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2084589;Tutorial2018/s249486dir/genJava/source/P4WCIprojectin1file.pde;3;163;Do not use drawing method ellipse(float*, float*, float, float) in method changecolorRelease, changecolorRelease is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2084589;Tutorial2018/s249486dir/genJava/source/P4WCIprojectin1file.pde;3;164;Do not use drawing method ellipse(float*, float*, float, float) in method changecolorRelease, changecolorRelease is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2084589;Tutorial2018/s249486dir/genJava/source/P4WCIprojectin1file.pde;3;165;Do not use drawing method ellipse(float*, float*, float, float) in method changecolorRelease, changecolorRelease is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2084589;Tutorial2018/s249486dir/genJava/source/P4WCIprojectin1file.pde;3;166;Do not use drawing method ellipse(float*, float*, float, float) in method changecolorRelease, changecolorRelease is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2084589;Tutorial2018/s249486dir/genJava/source/P4WCIprojectin1file.pde;3;172;Do not use drawing method ellipse(float*, float*, float, float) in method changecolorPress, changecolorPress is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2084589;Tutorial2018/s249486dir/genJava/source/P4WCIprojectin1file.pde;3;173;Do not use drawing method ellipse(float*, float*, float, float) in method changecolorPress, changecolorPress is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2084589;Tutorial2018/s249486dir/genJava/source/P4WCIprojectin1file.pde;3;174;Do not use drawing method ellipse(float*, float*, float, float) in method changecolorPress, changecolorPress is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2084589;Tutorial2018/s249486dir/genJava/source/P4WCIprojectin1file.pde;3;175;Do not use drawing method ellipse(float*, float*, float, float) in method changecolorPress, changecolorPress is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2084589;Tutorial2018/s249486dir/genJava/source/P4WCIprojectin1file.pde;3;176;Do not use drawing method ellipse(float*, float*, float, float) in method changecolorPress, changecolorPress is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2084589;Tutorial2018/s249486dir/genJava/source/P4WCIprojectin1file.pde;3;181;Do not use drawing method ellipse(float*, float*, float, float) in method changecolorMoved, changecolorMoved is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2084589;Tutorial2018/s249486dir/genJava/source/P4WCIprojectin1file.pde;3;182;Do not use drawing method ellipse(float*, float*, float, float) in method changecolorMoved, changecolorMoved is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2084589;Tutorial2018/s249486dir/genJava/source/P4WCIprojectin1file.pde;3;183;Do not use drawing method ellipse(float*, float*, float, float) in method changecolorMoved, changecolorMoved is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2084589;Tutorial2018/s249486dir/genJava/source/P4WCIprojectin1file.pde;3;184;Do not use drawing method ellipse(float*, float*, float, float) in method changecolorMoved, changecolorMoved is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2084589;Tutorial2018/s249486dir/genJava/source/P4WCIprojectin1file.pde;3;185;Do not use drawing method ellipse(float*, float*, float, float) in method changecolorMoved, changecolorMoved is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2084589;Tutorial2018/s249486dir/genJava/source/P4WCIprojectin1file.pde;3;42;Avoid variables with short names like b;Naming;ShortVariable
s2084589;Tutorial2018/s249486dir/genJava/source/P4WCIprojectin1file.pde;3;74;The method display is too long, 60 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2072432;Tutorial2018/s249061dir/genJava/source/P4WCIprojectin1file.pde;3;103;Each class should declare at least one constructor;Controversial;AtLeastOneConstructor
s2072432;Tutorial2018/s249061dir/genJava/source/P4WCIprojectin1file.pde;3;10;Avoid variables with short names like r;Naming;ShortVariable
s2072432;Tutorial2018/s249061dir/genJava/source/P4WCIprojectin1file.pde;3;112;Avoid variables with short names like t;Naming;ShortVariable
s2072432;Tutorial2018/s249061dir/genJava/source/P4WCIprojectin1file.pde;3;138;Each class should declare at least one constructor;Controversial;AtLeastOneConstructor
s2072432;Tutorial2018/s249061dir/genJava/source/P4WCIprojectin1file.pde;3;147;The method display is too long, 45 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2072432;Tutorial2018/s249061dir/genJava/source/P4WCIprojectin1file.pde;3;158;Do not use global event variable mouseX in method display, display is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2072432;Tutorial2018/s249061dir/genJava/source/P4WCIprojectin1file.pde;3;162;Do not use global event variable mouseY in method display, display is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2072432;Tutorial2018/s249061dir/genJava/source/P4WCIprojectin1file.pde;3;36;Avoid variables with short names like t;Naming;ShortVariable
s2072432;Tutorial2018/s249061dir/genJava/source/P4WCIprojectin1file.pde;3;47;Class Jupiter does not declare any fields. The class should be removed by moving methods to the global scope.;Processing Ruleset;StatelessClassRule
s2072432;Tutorial2018/s249061dir/genJava/source/P4WCIprojectin1file.pde;3;47;Each class should declare at least one constructor;Controversial;AtLeastOneConstructor
s2072432;Tutorial2018/s249061dir/genJava/source/P4WCIprojectin1file.pde;3;52;Avoid variables with short names like t;Naming;ShortVariable
s2072432;Tutorial2018/s249061dir/genJava/source/P4WCIprojectin1file.pde;3;71;Class Earth does not declare any fields. The class should be removed by moving methods to the global scope.;Processing Ruleset;StatelessClassRule
s2072432;Tutorial2018/s249061dir/genJava/source/P4WCIprojectin1file.pde;3;71;Each class should declare at least one constructor;Controversial;AtLeastOneConstructor
s2072432;Tutorial2018/s249061dir/genJava/source/P4WCIprojectin1file.pde;3;76;Avoid variables with short names like t;Naming;ShortVariable
s2072432;Tutorial2018/s249061dir/genJava/source/P4WCIprojectin1file.pde;3;84;Class Mars does not declare any fields. The class should be removed by moving methods to the global scope.;Processing Ruleset;StatelessClassRule
s2072432;Tutorial2018/s249061dir/genJava/source/P4WCIprojectin1file.pde;3;84;Each class should declare at least one constructor;Controversial;AtLeastOneConstructor
s2072432;Tutorial2018/s249061dir/genJava/source/P4WCIprojectin1file.pde;3;89;Avoid variables with short names like t;Naming;ShortVariable
s2072432;Tutorial2018/s249061dir/genJava/source/P4WCIprojectin1file.pde;3;8;Avoid variables with short names like cx;Naming;ShortVariable
s2072432;Tutorial2018/s249061dir/genJava/source/P4WCIprojectin1file.pde;3;9;Avoid variables with short names like cy;Naming;ShortVariable
s2143003;Tutorial2018/s248274dir/genJava/source/P4WCIprojectin1file.pde;1;187;Variables should start with a lowercase character, 'X' starts with uppercase character.;Naming;VariableNamingConventions
s2143003;Tutorial2018/s248274dir/genJava/source/P4WCIprojectin1file.pde;1;187;Variables should start with a lowercase character, 'Y' starts with uppercase character.;Naming;VariableNamingConventions
s2143003;Tutorial2018/s248274dir/genJava/source/P4WCIprojectin1file.pde;3;112;The method drawmousin is too long, 27 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2143003;Tutorial2018/s248274dir/genJava/source/P4WCIprojectin1file.pde;3;148;Document empty constructor;Design;UncommentedEmptyConstructor
s2143003;Tutorial2018/s248274dir/genJava/source/P4WCIprojectin1file.pde;3;151;The method drawmousu is too long, 31 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2143003;Tutorial2018/s248274dir/genJava/source/P4WCIprojectin1file.pde;3;152;An empty statement (semicolon) not part of a loop;Empty Code;EmptyStatementNotInLoop
s2143003;Tutorial2018/s248274dir/genJava/source/P4WCIprojectin1file.pde;3;187;Avoid variables with short names like X;Naming;ShortVariable
s2143003;Tutorial2018/s248274dir/genJava/source/P4WCIprojectin1file.pde;3;187;Avoid variables with short names like Y;Naming;ShortVariable
s2143003;Tutorial2018/s248274dir/genJava/source/P4WCIprojectin1file.pde;3;2;Avoid variables with short names like c;Naming;ShortVariable
s2143003;Tutorial2018/s248274dir/genJava/source/P4WCIprojectin1file.pde;3;3;Avoid variables with short names like a1;Naming;ShortVariable
s2143003;Tutorial2018/s248274dir/genJava/source/P4WCIprojectin1file.pde;3;44;Class clout does not declare any fields. The class should be removed by moving methods to the global scope.;Processing Ruleset;StatelessClassRule
s2143003;Tutorial2018/s248274dir/genJava/source/P4WCIprojectin1file.pde;3;46;Document empty constructor;Design;UncommentedEmptyConstructor
s2143003;Tutorial2018/s248274dir/genJava/source/P4WCIprojectin1file.pde;3;4;Avoid variables with short names like a2;Naming;ShortVariable
s2143003;Tutorial2018/s248274dir/genJava/source/P4WCIprojectin1file.pde;3;66;Document empty constructor;Design;UncommentedEmptyConstructor
s2143003;Tutorial2018/s248274dir/genJava/source/P4WCIprojectin1file.pde;3;69;The method drawmousi1 is too long, 28 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2143003;Tutorial2018/s248274dir/genJava/source/P4WCIprojectin1file.pde;3;7;Avoid variables with short names like b1;Naming;ShortVariable
s2143003;Tutorial2018/s248274dir/genJava/source/P4WCIprojectin1file.pde;3;8;Avoid variables with short names like c2;Naming;ShortVariable
s2204207;Tutorial2018/s247544dir/genJava/source/P4WCIprojectin1file.pde;3;101;Do not use global event variable mouseX in method draw, draw is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2204207;Tutorial2018/s247544dir/genJava/source/P4WCIprojectin1file.pde;3;103;Do not use global event variable mouseX in method draw, draw is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2204207;Tutorial2018/s247544dir/genJava/source/P4WCIprojectin1file.pde;3;151;This are very many attributes/global variables. Check if some of them should be local variables, or part of an object.;Code Size;TooManyFields
s2204207;Tutorial2018/s247544dir/genJava/source/P4WCIprojectin1file.pde;3;192;The method display is too long, 35 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2204207;Tutorial2018/s247544dir/genJava/source/P4WCIprojectin1file.pde;3;259;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2204207;Tutorial2018/s247544dir/genJava/source/P4WCIprojectin1file.pde;3;259;Do not use global event variable mousePressed in method move, move is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2204207;Tutorial2018/s247544dir/genJava/source/P4WCIprojectin1file.pde;3;261;Do not use global event variable mouseX in method move, move is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2204207;Tutorial2018/s247544dir/genJava/source/P4WCIprojectin1file.pde;3;262;Do not use global event variable mouseY in method move, move is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2204207;Tutorial2018/s247544dir/genJava/source/P4WCIprojectin1file.pde;3;282;Do not use global event variable mouseX in method move, move is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2204207;Tutorial2018/s247544dir/genJava/source/P4WCIprojectin1file.pde;3;282;Do not use global event variable mouseY in method move, move is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2204207;Tutorial2018/s247544dir/genJava/source/P4WCIprojectin1file.pde;3;283;Do not change global variable overPeng from method move, move is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2204207;Tutorial2018/s247544dir/genJava/source/P4WCIprojectin1file.pde;3;284;Avoid empty if statements;Empty Code;EmptyIfStmt
s2204207;Tutorial2018/s247544dir/genJava/source/P4WCIprojectin1file.pde;3;287;Do not change global variable overPeng from method move, move is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2204207;Tutorial2018/s247544dir/genJava/source/P4WCIprojectin1file.pde;3;290;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2204207;Tutorial2018/s247544dir/genJava/source/P4WCIprojectin1file.pde;3;291;Do not use global event variable mouseX in method move, move is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2204207;Tutorial2018/s247544dir/genJava/source/P4WCIprojectin1file.pde;3;292;Do not use global event variable mouseY in method move, move is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2204207;Tutorial2018/s247544dir/genJava/source/P4WCIprojectin1file.pde;3;297;Do not use global event variable keyPressed in method strik, strik is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2204207;Tutorial2018/s247544dir/genJava/source/P4WCIprojectin1file.pde;3;298;Do not use global event variable key in method strik, strik is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2204207;Tutorial2018/s247544dir/genJava/source/P4WCIprojectin1file.pde;3;303;Do not use global event variable keyPressed in method strik, strik is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2204207;Tutorial2018/s247544dir/genJava/source/P4WCIprojectin1file.pde;3;309;Do not use global event variable keyPressed in method strik, strik is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2136090;Tutorial2018/s248824dir/genJava/source/P4WCIprojectin1file.pde;3;188;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2136090;Tutorial2018/s248824dir/genJava/source/P4WCIprojectin1file.pde;3;232;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2136090;Tutorial2018/s248824dir/genJava/source/P4WCIprojectin1file.pde;3;60;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2132613;Tutorial2018/s248762dir/genJava/source/P4WCIprojectin1file.pde;3;38;Avoid variables with short names like r1;Naming;ShortVariable
s2132613;Tutorial2018/s248762dir/genJava/source/P4WCIprojectin1file.pde;3;39;Avoid variables with short names like r2;Naming;ShortVariable
s2132613;Tutorial2018/s248762dir/genJava/source/P4WCIprojectin1file.pde;3;40;Avoid variables with short names like r3;Naming;ShortVariable
s2132613;Tutorial2018/s248762dir/genJava/source/P4WCIprojectin1file.pde;3;43;The method constructor Woman has too many parameters, 6 are counted. The parameters should be merged into objects or the method should be split.;Processing Ruleset;LongParameterListRule
s2132613;Tutorial2018/s248762dir/genJava/source/P4WCIprojectin1file.pde;3;66;Do not use global event variable keyPressed in method update, update is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2114186;Tutorial2018/s247767dir/genJava/source/P4WCIprojectin1file.pde;1;137;Variables should start with a lowercase character, 'Xmouse' starts with uppercase character.;Naming;VariableNamingConventions
s2114186;Tutorial2018/s247767dir/genJava/source/P4WCIprojectin1file.pde;1;137;Variables should start with a lowercase character, 'Ymouse' starts with uppercase character.;Naming;VariableNamingConventions
s2114186;Tutorial2018/s247767dir/genJava/source/P4WCIprojectin1file.pde;1;2;Variables should start with a lowercase character, 'Teddy1' starts with uppercase character.;Naming;VariableNamingConventions
s2114186;Tutorial2018/s247767dir/genJava/source/P4WCIprojectin1file.pde;1;87;Method names should not start with capital letters;Naming;MethodNamingConventions
s2114186;Tutorial2018/s247767dir/genJava/source/P4WCIprojectin1file.pde;3;174;Do not use global event variable keyPressed in method center, center is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2114186;Tutorial2018/s247767dir/genJava/source/P4WCIprojectin1file.pde;3;175;Do not use global event variable key in method center, center is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2114186;Tutorial2018/s247767dir/genJava/source/P4WCIprojectin1file.pde;3;21;Do not use literals for pixels for rect(float*, float*, float, float) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2114186;Tutorial2018/s247767dir/genJava/source/P4WCIprojectin1file.pde;3;31;Do not use global event variable mouseX in method draw, draw is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2114186;Tutorial2018/s247767dir/genJava/source/P4WCIprojectin1file.pde;3;31;Do not use global event variable mouseY in method draw, draw is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2114186;Tutorial2018/s247767dir/genJava/source/P4WCIprojectin1file.pde;3;87;The method Display is too long, 39 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;147;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;147;Do not use global event variable keyPressed in method pressedKey, pressedKey is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;148;Do not use global event variable keyCode in method pressedKey, pressedKey is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;150;Do not use global event variable keyCode in method pressedKey, pressedKey is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;161;Avoid long parameter lists.;Code Size;ExcessiveParameterList
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;161;The method constructor Button has too many parameters, 7 are counted. The parameters should be merged into objects or the method should be split.;Processing Ruleset;LongParameterListRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;183;Do not use global event variable mousePressed in method pressed, pressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;183;Do not use global event variable mouseX in method pressed, pressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;183;Do not use global event variable mouseY in method pressed, pressed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;39;The method draw is too long, 41 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;48;Do not use literals for pixels for text(char, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;49;Do not use literals for pixels for text(char, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;52;Do not change global variable gameState from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;53;Do not change global variable score from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;54;Do not change global variable heart from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;55;Do not change global variable speed from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;69;Do not use literals for pixels for text(char, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;73;Do not change global variable speed from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;74;Do not change global variable heart from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;75;Do not change global variable score from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;80;Do not change global variable gameState from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;93;Do not change global variable gameState from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;94;Do not change global variable score from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;95;Do not change global variable heart from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2108208;Tutorial2018/s249110dir/genJava/source/P4WCIprojectin1file.pde;3;96;Do not change global variable speed from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;104;The method drawBear is too long, 34 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;11;Avoid variables with short names like f;Naming;ShortVariable
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;168;The method drawDaySky is too long, 28 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;174;Do not use literals for pixels for ellipse(float*, float*, float, float) inside method drawDaySky.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;177;Do not use literals for pixels for line(float*, float*, float*, float*) inside method drawDaySky.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;178;Do not use literals for pixels for line(float*, float*, float*, float*) inside method drawDaySky.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;179;Do not use literals for pixels for line(float*, float*, float*, float*) inside method drawDaySky.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;180;Do not use literals for pixels for line(float*, float*, float*, float*) inside method drawDaySky.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;181;Do not use literals for pixels for line(float*, float*, float*, float*) inside method drawDaySky.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;182;Do not use literals for pixels for line(float*, float*, float*, float*) inside method drawDaySky.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;183;Do not use literals for pixels for line(float*, float*, float*, float*) inside method drawDaySky.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;184;Do not use literals for pixels for line(float*, float*, float*, float*) inside method drawDaySky.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;1;This are very many attributes/global variables. Check if some of them should be local variables, or part of an object.;Code Size;TooManyFields
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;229;The method drawFish is too long, 26 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;297;Avoid really long methods.;Code Size;ExcessiveMethodLength
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;297;The method drawDayLandscape is too long, 95 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;309;Do not use literals for pixels for ellipse(float*, float*, float, float) inside method drawDayLandscape.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;310;Do not use literals for pixels for ellipse(float*, float*, float, float) inside method drawDayLandscape.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;311;Do not use literals for pixels for ellipse(float*, float*, float, float) inside method drawDayLandscape.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;312;Do not use literals for pixels for ellipse(float*, float*, float, float) inside method drawDayLandscape.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;313;Do not use literals for pixels for ellipse(float*, float*, float, float) inside method drawDayLandscape.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;319;Do not use literals for pixels for rect(float*, float*, float, float) inside method drawDayLandscape.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;428;Do not use literals for pixels for ellipse(float*, float*, float, float) inside method drawMoon.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;438;Do not use literals for pixels for ellipse(float*, float*, float, float) inside method drawMoon.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;47;Do not use global event variable mousePressed in method draw, draw is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2123983;Tutorial2018/s248932dir/genJava/source/P4WCIprojectin1file.pde;3;93;Class Bear does not declare any fields. The class should be removed by moving methods to the global scope.;Processing Ruleset;StatelessClassRule
