@relation test

@attribute text string
@attribute ClassArff {correct,PixelHardcodeIgnoranceRule,LongMethodRule,SimplifyBooleanExpressions,IfElseStmtsMustUseBraces,VariableNamingConventions,DecentralizedEventHandlingRule,DrawingStateChangeRule,ShortVariable,TooManyFields,DecentralizedDrawingRule,EmptyIfStmt,AtLeastOneConstructor,LongParameterListRule,IfStmtsMustUseBraces,AvoidFieldNameMatchingMethodName,StdCyclomaticComplexity,AvoidFieldNameMatchingTypeName,EmptyStatementNotInLoop,StatelessClassRule,UncommentedEmptyConstructor,MethodNamingConventions,ForLoopsMustUseBraces,FieldDeclarationsShouldBeAtStartOfClass,UnusedFormalParameter,AvoidReassigningParameters,AvoidDeeplyNestedIfStmts,IdempotentOperations}

@data
'int ballsize',correct
'line(creaturex + 62, creaturey - 45, creaturex + 66, creaturey - 70)',correct
'void draw() {    checkSpawnnew();    background(135, 206, 250);    grassUno.display();    john.update();    john.display();    if (mousepressed == true) {        for (int i = 0; i < pietertjes.length; i++) {            if (meteorsdissapear == false) {                pietertjes[i].display();            }            if (hans.spawnnew == true) {                collision = false;            } else if (((hans.creaturey - 50) < (pietertjes[i].y + pietertjes[i].size / 2)) && ((pietertjes[i].x - (pietertjes[i].size / 3)) < (hans.creaturex + 100)) && ((pietertjes[i].x + (pietertjes[i].size / 3)) > (hans.creaturex - 100))) {                collision = true;            }        }    }    if (collision == false) {        hans.display();    }}',correct
'size = random(50, 200);',correct
'fill(0, 128, 0)',correct
'x + (size / 2)',correct
'collision = true',correct
'pietertjes[i].display();',correct
'creaturey > height - 200',correct
'for (int i = 0; i < pietertjes.length; i++) {    if (meteorsdissapear == false) {        pietertjes[i].display();    }    if (hans.spawnnew == true) {        collision = false;    } else if (((hans.creaturey - 50) < (pietertjes[i].y + pietertjes[i].size / 2)) && ((pietertjes[i].x - (pietertjes[i].size / 3)) < (hans.creaturex + 100)) && ((pietertjes[i].x + (pietertjes[i].size / 3)) > (hans.creaturex - 100))) {        collision = true;    }}',correct
'Ball(int ballsize) {    startx = width - 200;    starty = 200;    globalballsize = ballsize;    int red = PApplet.parseInt(random(220, 255));    int green = PApplet.parseInt(random(220, 255));    int blue = PApplet.parseInt(random(0, 20));    ballColor = color(red, green, blue);}',correct
'triangle(x - (size / 2) + 30, y, x - (size - 20) + 30, y - (size + 30) + 50, x + (size / 2) - 30, y - 20);',correct
'strokeWeight(2);',correct
'globalballsize = ballsize',correct
'line(creaturex + 65, creaturey - 45, creaturex + 75, creaturey - 70)',correct
'fill(ballColor);',correct
'noStroke()',correct
'globalballsize + random(0, 40)',correct
'fill(0xff323232);',correct
'hans.moveCreature()',correct
'curve(creaturex + 85, creaturey - 28, creaturex + 80, creaturey - 24, creaturex + 65, creaturey - 25, creaturex + 55, creaturey - 35);',correct
'((hans.creaturey - 50) < (pietertjes[i].y + pietertjes[i].size / 2)) && ((pietertjes[i].x - (pietertjes[i].size / 3)) < (hans.creaturex + 100))',correct
'ellipse(x, y, size, size);',correct
'curve(creaturex + 85, creaturey - 28, creaturex + 80, creaturey - 24, creaturex + 65, creaturey - 25, creaturex + 55, creaturey - 35)',correct
'red = PApplet.parseInt(random(220, 255))',correct
'{    creaturex = creaturex + 2;}',correct
'starty',correct
'ellipse(creaturex - 65, creaturey - 30, 40, 30);',correct
'startx',correct
'x - (size / 2) + 30',correct
'boolean spawnnew;',correct
'pietertje',correct
'Meteors[]',correct
'return explode;',correct
'void setup() {    collision = false;    meteorsdissapear = false;    rectMode(CENTER);    ellipseMode(CENTER);    hans = new SlakkieDier();    grassUno = new Grass();    john = new Ball(200);    pietertjes = new Meteors[4];}',correct
'random(220, 255)',correct
'fill(0)',correct
'{    if (creaturey <= height - 20) {        creaturey = creaturey + 2;    }}',correct
'meteorsdissapear = true;',DrawingStateChangeRule
'explode = false;',correct
'creaturex + 2',correct
'void display() {    falling();    ground();    noStroke();    if (explode == false) {        // outermeteorite        fill(0xffFF0000);        triangle(x - (size / 2), y, x - (size - 20), y - (size + 30), x + (size / 2) - 10, y - 20);        fill(0xffe22822);        triangle(x - (size / 2) + 30, y, x - (size - 20) + 30, y - (size + 30) + 50, x + (size / 2) - 30, y - 20);        ellipse(x, y, size, size);        // innermeteorite        fill(0);        ellipse(x, y, (size - 10), (size - 10));    } else {        fill(0xff323232);        ellipse(x, y, (size + 100), (size - 20));        fill(0);        ellipse(x, y, (size + 40), (size - 50));        fill(0xffe25822);        triangle(x - ((size / 3) + 20), y, x, y - ((size / 2) + 50), x + ((size / 3) + 20), y);        triangle(x - ((size / 2) + 50), y, x - ((size / 3) + 25), y - ((size / 3) + 30), x, y);        triangle(x + ((size / 2) + 50), y, x + ((size / 3) + 25), y - ((size / 3) + 30), x, y);        // innerFire        fill(0xffe22822);        triangle(x - ((size / 3) + 10), y, x, y - ((size / 2) + 40), x + ((size / 3) + 10), y);        triangle(x - ((size / 2) + 40), y, x - ((size / 3) + 20), y - ((size / 3) + 20), x, y);        triangle(x + ((size / 2) + 40), y, x + ((size / 3) + 20), y - ((size / 3) + 20), x, y);    }}',correct
'x - ((size / 2) + 50)',correct
'int red = PApplet.parseInt(random(220, 255));',correct
'fill(0xffe25822)',correct
'for (int i = 0; i < pietertjes.length; i++) {    pietertjes[i] = new Meteors();}',correct
'visability = true',correct
'ellipse(creaturex + 35, creaturey - 7, 30, 25);',correct
'line(creaturex + 62, creaturey - 45, creaturex + 66, creaturey - 70);',correct
'if (movementLeft == false) {    // body    ellipse(creaturex, creaturey, 130, 30);    ellipse(creaturex + 35, creaturey - 7, 30, 25);    ellipse(creaturex + 55, creaturey - 13, 40, 30);    ellipse(creaturex + 65, creaturey - 30, 40, 30);    // ronde gedeelte    stroke(200, 100, 60);    strokeWeight(2);    fill(229, 137, 71);    ellipse(creaturex - 10, creaturey - 50, 100, 100);    ellipse(creaturex - 10, creaturey - 50, 75, 75);    ellipse(creaturex - 10, creaturey - 50, 50, 50);    ellipse(creaturex - 10, creaturey - 50, 10, 10);    // sprieten    stroke(0, 150, 150);    strokeWeight(4);    line(creaturex + 65, creaturey - 45, creaturex + 75, creaturey - 70);    line(creaturex + 62, creaturey - 45, creaturex + 66, creaturey - 70);    // ogen    fill(0);    ellipse(creaturex + 73, creaturey - 35, 10, 10);    // mond    stroke(0);    strokeWeight(4);    curve(creaturex + 85, creaturey - 28, creaturex + 80, creaturey - 24, creaturex + 65, creaturey - 25, creaturex + 55, creaturey - 35);// legs} else {    // body    ellipse(creaturex, creaturey, 130, 30);    ellipse(creaturex - 35, creaturey - 7, 30, 25);    ellipse(creaturex - 55, creaturey - 13, 40, 30);    ellipse(creaturex - 65, creaturey - 30, 40, 30);    // ronde gedeelte    stroke(200, 100, 60);    strokeWeight(2);    fill(229, 137, 71);    ellipse(creaturex + 10, creaturey - 50, 100, 100);    ellipse(creaturex + 10, creaturey - 50, 75, 75);    ellipse(creaturex + 10, creaturey - 50, 50, 50);    ellipse(creaturex + 10, creaturey - 50, 10, 10);    // sprieten    stroke(0, 150, 150);    strokeWeight(4);    line(creaturex - 65, creaturey - 45, creaturex - 75, creaturey - 70);    line(creaturex - 62, creaturey - 45, creaturex - 66, creaturey - 70);    // ogen    fill(0);    ellipse(creaturex - 73, creaturey - 35, 10, 10);    // mond    stroke(0);    strokeWeight(4);    curve(creaturex - 85, creaturey - 28, creaturex - 80, creaturey - 24, creaturex - 65, creaturey - 25, creaturex - 55, creaturey - 35);}',correct
'movementLeft == false',correct
'creaturex - 90 >= 0',correct
'ellipse(startx, starty, size, size);',correct
'yStop',correct
'creaturex = width / 2;',correct
'explode = true',correct
'john.update()',correct
'SlakkieDier',correct
'void display() {    strokeWeight(0);    fill(0, 150, 150);    noStroke();    moveCreature();    if (movementLeft == false) {        // body        ellipse(creaturex, creaturey, 130, 30);        ellipse(creaturex + 35, creaturey - 7, 30, 25);        ellipse(creaturex + 55, creaturey - 13, 40, 30);        ellipse(creaturex + 65, creaturey - 30, 40, 30);        // ronde gedeelte        stroke(200, 100, 60);        strokeWeight(2);        fill(229, 137, 71);        ellipse(creaturex - 10, creaturey - 50, 100, 100);        ellipse(creaturex - 10, creaturey - 50, 75, 75);        ellipse(creaturex - 10, creaturey - 50, 50, 50);        ellipse(creaturex - 10, creaturey - 50, 10, 10);        // sprieten        stroke(0, 150, 150);        strokeWeight(4);        line(creaturex + 65, creaturey - 45, creaturex + 75, creaturey - 70);        line(creaturex + 62, creaturey - 45, creaturex + 66, creaturey - 70);        // ogen        fill(0);        ellipse(creaturex + 73, creaturey - 35, 10, 10);        // mond        stroke(0);        strokeWeight(4);        curve(creaturex + 85, creaturey - 28, creaturex + 80, creaturey - 24, creaturex + 65, creaturey - 25, creaturex + 55, creaturey - 35);    // legs    } else {        // body        ellipse(creaturex, creaturey, 130, 30);        ellipse(creaturex - 35, creaturey - 7, 30, 25);        ellipse(creaturex - 55, creaturey - 13, 40, 30);        ellipse(creaturex - 65, creaturey - 30, 40, 30);        // ronde gedeelte        stroke(200, 100, 60);        strokeWeight(2);        fill(229, 137, 71);        ellipse(creaturex + 10, creaturey - 50, 100, 100);        ellipse(creaturex + 10, creaturey - 50, 75, 75);        ellipse(creaturex + 10, creaturey - 50, 50, 50);        ellipse(creaturex + 10, creaturey - 50, 10, 10);        // sprieten        stroke(0, 150, 150);        strokeWeight(4);        line(creaturex - 65, creaturey - 45, creaturex - 75, creaturey - 70);        line(creaturex - 62, creaturey - 45, creaturex - 66, creaturey - 70);        // ogen        fill(0);        ellipse(creaturex - 73, creaturey - 35, 10, 10);        // mond        stroke(0);        strokeWeight(4);        curve(creaturex - 85, creaturey - 28, creaturex - 80, creaturey - 24, creaturex - 65, creaturey - 25, creaturex - 55, creaturey - 35);    }}',correct
'{    visability = true;}',correct
'fill(0, 150, 150);',correct
'class Meteors {    float dropspeed;    float x;    float y;    float size;    boolean visability;    boolean explode;    int yStop;    Meteors() {        explode = false;        size = random(50, 200);        x = PApplet.parseInt(random(mouseX - (width / 3), mouseX + width / 3));        y = mouseY;        yStop = PApplet.parseInt(random(100, 130));        dropspeed = random(3, 8);    }    void display() {        falling();        ground();        noStroke();        if (explode == false) {            // outermeteorite            fill(0xffFF0000);            triangle(x - (size / 2), y, x - (size - 20), y - (size + 30), x + (size / 2) - 10, y - 20);            fill(0xffe22822);            triangle(x - (size / 2) + 30, y, x - (size - 20) + 30, y - (size + 30) + 50, x + (size / 2) - 30, y - 20);            ellipse(x, y, size, size);            // innermeteorite            fill(0);            ellipse(x, y, (size - 10), (size - 10));        } else {            fill(0xff323232);            ellipse(x, y, (size + 100), (size - 20));            fill(0);            ellipse(x, y, (size + 40), (size - 50));            fill(0xffe25822);            triangle(x - ((size / 3) + 20), y, x, y - ((size / 2) + 50), x + ((size / 3) + 20), y);            triangle(x - ((size / 2) + 50), y, x - ((size / 3) + 25), y - ((size / 3) + 30), x, y);            triangle(x + ((size / 2) + 50), y, x + ((size / 3) + 25), y - ((size / 3) + 30), x, y);            // innerFire            fill(0xffe22822);            triangle(x - ((size / 3) + 10), y, x, y - ((size / 2) + 40), x + ((size / 3) + 10), y);            triangle(x - ((size / 2) + 40), y, x - ((size / 3) + 20), y - ((size / 3) + 20), x, y);            triangle(x + ((size / 2) + 40), y, x + ((size / 3) + 20), y - ((size / 3) + 20), x, y);        }    }    boolean falling() {        if (ground() == true) {            y = y + dropspeed;            x = x + (dropspeed / 2);        } else {            explode = true;        }        return explode;    }    boolean ground() {        if (y > height - yStop) {            visability = false;        } else {            visability = true;        }        return visability;    }}',correct
'height - yStop',correct
'i < pietertjes.length',correct
'hans.creaturey = height - 150',correct
'return spawnnew;',correct
'ground()',correct
'visability = false;',correct
'if (collision == false) {    hans.display();}',SimplifyBooleanExpressions
'fill(ballColor)',correct
'Ball john;',correct
'strokeWeight(4);',correct
'pietertjes[i] = new Meteors();',correct
'int i = 0',correct
'ellipseMode(CENTER);',correct
'ellipse(x, y, (size + 100), (size - 20))',correct
'x + (dropspeed / 2)',correct
'ellipse(creaturex - 10, creaturey - 50, 100, 100)',correct
'ellipse(creaturex - 10, creaturey - 50, 75, 75);',correct
'y = y + dropspeed;',correct
'creaturex + 10',correct
'hans.creaturex = width / 2;',correct
'line(creaturex - 65, creaturey - 45, creaturex - 75, creaturey - 70);',correct
'x - ((size / 2) + 40)',correct
'{    movementLeft = false;    if (creaturex + 90 <= width) {        creaturex = creaturex + 2;    }}',correct
'dropspeed = random(3, 8);',correct
'int green = PApplet.parseInt(random(220, 255))',correct
'{    if (creaturey > height - 200) {        creaturey = creaturey - 2;    }}',correct
'startx = width - 200;',correct
'void mousePressed() {    hans.spawnnew = false;    mousepressed = true;    for (int i = 0; i < pietertjes.length; i++) {        pietertjes[i] = new Meteors();    }    meteorsdissapear = false;}',correct
'hans.display();',correct
'boolean meteorsdissapear;',correct
'grassUno = new Grass();',correct
'meteorsdissapear == false',correct
'{    falling();    ground();    noStroke();    if (explode == false) {        // outermeteorite        fill(0xffFF0000);        triangle(x - (size / 2), y, x - (size - 20), y - (size + 30), x + (size / 2) - 10, y - 20);        fill(0xffe22822);        triangle(x - (size / 2) + 30, y, x - (size - 20) + 30, y - (size + 30) + 50, x + (size / 2) - 30, y - 20);        ellipse(x, y, size, size);        // innermeteorite        fill(0);        ellipse(x, y, (size - 10), (size - 10));    } else {        fill(0xff323232);        ellipse(x, y, (size + 100), (size - 20));        fill(0);        ellipse(x, y, (size + 40), (size - 50));        fill(0xffe25822);        triangle(x - ((size / 3) + 20), y, x, y - ((size / 2) + 50), x + ((size / 3) + 20), y);        triangle(x - ((size / 2) + 50), y, x - ((size / 3) + 25), y - ((size / 3) + 30), x, y);        triangle(x + ((size / 2) + 50), y, x + ((size / 3) + 25), y - ((size / 3) + 30), x, y);        // innerFire        fill(0xffe22822);        triangle(x - ((size / 3) + 10), y, x, y - ((size / 2) + 40), x + ((size / 3) + 10), y);        triangle(x - ((size / 2) + 40), y, x - ((size / 3) + 20), y - ((size / 3) + 20), x, y);        triangle(x + ((size / 2) + 40), y, x + ((size / 3) + 20), y - ((size / 3) + 20), x, y);    }}',LongMethodRule
'x - ((size / 3) + 25)',correct
'height - 150',correct
'ballColor = color(red, green, blue)',correct
'triangle(x - ((size / 2) + 50), y, x - ((size / 3) + 25), y - ((size / 3) + 30), x, y);',correct
'creaturey - 70',correct
'keyCode == LEFT',correct
'ground() == true',correct
'john.display()',correct
'triangle(x - ((size / 2) + 40), y, x - ((size / 3) + 20), y - ((size / 3) + 20), x, y)',correct
'return visability;',correct
'void display() {    fill(ballColor);    noStroke();    ellipse(startx, starty, size, size);}',correct
'x + ((size / 2) + 40)',correct
'falling()',correct
'{    for (int i = 0; i < pietertjes.length; i++) {        if (meteorsdissapear == false) {            pietertjes[i].display();        }        if (hans.spawnnew == true) {            collision = false;        } else if (((hans.creaturey - 50) < (pietertjes[i].y + pietertjes[i].size / 2)) && ((pietertjes[i].x - (pietertjes[i].size / 3)) < (hans.creaturex + 100)) && ((pietertjes[i].x + (pietertjes[i].size / 3)) > (hans.creaturex - 100))) {            collision = true;        }    }}',correct
'boolean explode;',correct
'key == n',correct
'john = new Ball(200);',correct
'if (keyCode == UP) {    if (creaturey > height - 200) {        creaturey = creaturey - 2;    }} else if (keyCode == DOWN) {    if (creaturey <= height - 20) {        creaturey = creaturey + 2;    }}',DecentralizedEventHandlingRule
'if (y > height - yStop) {    visability = false;} else {    visability = true;}',correct
'new SlakkieDier()',correct
'ellipse(x, y, (size - 10), (size - 10))',correct
'x - ((size / 3) + 10)',correct
'// innerFirefill(0xffe22822);',correct
'ellipse(x, y, size, size)',correct
'moveCreature();',correct
'creaturey - 45',correct
'ballColor = color(red, green, blue);',correct
'hans.moveCreature();',correct
'{    // body    ellipse(creaturex, creaturey, 130, 30);    ellipse(creaturex + 35, creaturey - 7, 30, 25);    ellipse(creaturex + 55, creaturey - 13, 40, 30);    ellipse(creaturex + 65, creaturey - 30, 40, 30);    // ronde gedeelte    stroke(200, 100, 60);    strokeWeight(2);    fill(229, 137, 71);    ellipse(creaturex - 10, creaturey - 50, 100, 100);    ellipse(creaturex - 10, creaturey - 50, 75, 75);    ellipse(creaturex - 10, creaturey - 50, 50, 50);    ellipse(creaturex - 10, creaturey - 50, 10, 10);    // sprieten    stroke(0, 150, 150);    strokeWeight(4);    line(creaturex + 65, creaturey - 45, creaturex + 75, creaturey - 70);    line(creaturex + 62, creaturey - 45, creaturex + 66, creaturey - 70);    // ogen    fill(0);    ellipse(creaturex + 73, creaturey - 35, 10, 10);    // mond    stroke(0);    strokeWeight(4);    curve(creaturex + 85, creaturey - 28, creaturex + 80, creaturey - 24, creaturex + 65, creaturey - 25, creaturex + 55, creaturey - 35);// legs}',SimplifyBooleanExpressions
'keyCode == RIGHT',correct
'spawnnew',correct
'creaturey - 50',correct
'triangle(x - ((size / 3) + 10), y, x, y - ((size / 2) + 40), x + ((size / 3) + 10), y)',correct
'display',LongMethodRule
'size = random(50, 200)',correct
'if (explode == false) {    // outermeteorite    fill(0xffFF0000);    triangle(x - (size / 2), y, x - (size - 20), y - (size + 30), x + (size / 2) - 10, y - 20);    fill(0xffe22822);    triangle(x - (size / 2) + 30, y, x - (size - 20) + 30, y - (size + 30) + 50, x + (size / 2) - 30, y - 20);    ellipse(x, y, size, size);    // innermeteorite    fill(0);    ellipse(x, y, (size - 10), (size - 10));} else {    fill(0xff323232);    ellipse(x, y, (size + 100), (size - 20));    fill(0);    ellipse(x, y, (size + 40), (size - 50));    fill(0xffe25822);    triangle(x - ((size / 3) + 20), y, x, y - ((size / 2) + 50), x + ((size / 3) + 20), y);    triangle(x - ((size / 2) + 50), y, x - ((size / 3) + 25), y - ((size / 3) + 30), x, y);    triangle(x + ((size / 2) + 50), y, x + ((size / 3) + 25), y - ((size / 3) + 30), x, y);    // innerFire    fill(0xffe22822);    triangle(x - ((size / 3) + 10), y, x, y - ((size / 2) + 40), x + ((size / 3) + 10), y);    triangle(x - ((size / 2) + 40), y, x - ((size / 3) + 20), y - ((size / 3) + 20), x, y);    triangle(x + ((size / 2) + 40), y, x + ((size / 3) + 20), y - ((size / 3) + 20), x, y);}',correct
'ballColor',correct
'startx = width - 200',correct
'ellipse(creaturex - 55, creaturey - 13, 40, 30);',correct
'rect(width / 2, height, width, 400);',correct
'{    creaturey = creaturey + 2;}',correct
'visability = true;',correct
'// legs',correct
'meteorsdissapear = true',correct
'x = PApplet.parseInt(random(mouseX - (width / 3), mouseX + width / 3))',correct
'explode == false',correct
'ellipse(creaturex + 10, creaturey - 50, 100, 100);',correct
'creaturey = height - 150',correct
'x - ((size / 3) + 20)',correct
'creaturey - 28',correct
'i++',correct
'creaturey - 25',correct
'creaturey - 24',correct
'if (keyCode == DOWN) {    if (creaturey <= height - 20) {        creaturey = creaturey + 2;    }}',DecentralizedEventHandlingRule
'boolean newbutton() {    if (key == n) {        spawnnew = true;    }    return spawnnew;}',correct
'if (key == n) {    spawnnew = true;}',correct
'visability = false',correct
'pietertjes[i] = new Meteors()',correct
'keyCode == DOWN',correct
'stroke(0, 100, 0)',correct
'hans.newbutton()',correct
'triangle(x - (size / 2) + 30, y, x - (size - 20) + 30, y - (size + 30) + 50, x + (size / 2) - 30, y - 20)',correct
'creaturey - 30',correct
'hans.newbutton();',correct
'creaturex',correct
'fill(0xff323232)',correct
'random(mouseX - (width / 3), mouseX + width / 3)',correct
'// mondstroke(0);',correct
'creaturey',correct
'hans = new SlakkieDier()',correct
'creaturey - 35',correct
'collision',correct
'{    if (y > height - yStop) {        visability = false;    } else {        visability = true;    }    return visability;}',correct
'{    collision = true;}',correct
'creaturex = creaturex - 2',correct
'width - 200',correct
'globalballsize = ballsize;',correct
'{    // outermeteorite    fill(0xffFF0000);    triangle(x - (size / 2), y, x - (size - 20), y - (size + 30), x + (size / 2) - 10, y - 20);    fill(0xffe22822);    triangle(x - (size / 2) + 30, y, x - (size - 20) + 30, y - (size + 30) + 50, x + (size / 2) - 30, y - 20);    ellipse(x, y, size, size);    // innermeteorite    fill(0);    ellipse(x, y, (size - 10), (size - 10));}',SimplifyBooleanExpressions
'movementLeft = false',correct
'{    if (meteorsdissapear == false) {        pietertjes[i].display();    }    if (hans.spawnnew == true) {        collision = false;    } else if (((hans.creaturey - 50) < (pietertjes[i].y + pietertjes[i].size / 2)) && ((pietertjes[i].x - (pietertjes[i].size / 3)) < (hans.creaturex + 100)) && ((pietertjes[i].x + (pietertjes[i].size / 3)) > (hans.creaturex - 100))) {        collision = true;    }}',correct
'creaturex = creaturex + 2;',correct
'int blue = PApplet.parseInt(random(0, 20));',correct
'rect(width / 2, height, width, 400)',correct
'random(100, 130)',correct
'y - (size + 30)',correct
'// ronde gedeelte',correct
'if (hans.spawnnew == true) {    collision = false;} else if (((hans.creaturey - 50) < (pietertjes[i].y + pietertjes[i].size / 2)) && ((pietertjes[i].x - (pietertjes[i].size / 3)) < (hans.creaturex + 100)) && ((pietertjes[i].x + (pietertjes[i].size / 3)) > (hans.creaturex - 100))) {    collision = true;}',SimplifyBooleanExpressions
'falling();',correct
'fill(229, 137, 71);',correct
'size = globalballsize + random(0, 40);',correct
'movementLeft',correct
'movementLeft = true;',correct
'void display() {    // grass    strokeWeight(3);    stroke(0, 100, 0);    fill(0, 128, 0);    rect(width / 2, height, width, 400);// end grass}',StatelessClassRule
'return movementLeft;',correct
'Meteors[] pietertjes;',correct
'spawnnew = true;',correct
'triangle(x + ((size / 2) + 40), y, x + ((size / 3) + 20), y - ((size / 3) + 20), x, y);',correct
'spawnnew = false',correct
'{    if (keyCode == UP) {        if (creaturey > height - 200) {            creaturey = creaturey - 2;        }    } else if (keyCode == DOWN) {        if (creaturey <= height - 20) {            creaturey = creaturey + 2;        }    }    if (keyCode == LEFT) {        movementLeft = true;        if (creaturex - 90 >= 0) {            creaturex = creaturex - 2;        }    } else if (keyCode == RIGHT) {        movementLeft = false;        if (creaturex + 90 <= width) {            creaturex = creaturex + 2;        }    }    return movementLeft;}',correct
'strokeWeight(0);',correct
'y + dropspeed',correct
'// ronde gedeeltestroke(200, 100, 60);',correct
'creaturey - 13',correct
'{    pietertjes[i] = new Meteors();}',correct
'width / 2',correct
'x + ((size / 2) + 50)',correct
'ground();',correct
'ellipse(x, y, (size + 40), (size - 50));',correct
'height - 200',correct
'movementLeft = true',correct
'if (creaturex - 90 >= 0) {    creaturex = creaturex - 2;}',correct
'width / 3',correct
'float alpha = 125;',correct
'{    // left eye    noFill();    arc(lEyeX, lEyeY, M * 25, M * 35, 0, 1.3f * PI, CHORD);    // right eye    noFill();    arc(rEyeX, rEyeY, M * 25, M * 35, -.3f * PI, PI, CHORD);}',correct
'width - 75',correct
'.05f',correct
'new counter()',correct
'coord1x = beginX',correct
'"+1"',correct
'alpha >= -5',correct
'float lEyeX = beginX;',correct
'beginX - M * 40',correct
'height - 50',correct
'rect(width - 100, height - 100, 50, 50)',correct
'stroke(0);',correct
'stroke(0)',correct
'colorb = 125',correct
'alpha + random(0, 3)',correct
'alpha = alpha + 50',correct
'foxesCreated + foxes.length - foxesCreated',correct
'{    foxes[i].display();}',correct
'alpha + 50',correct
'stroke(colorr, colorg, colorb, alpha)',correct
'float lEyeY = beginY + M * 40',correct
'float coord1y = beginY',correct
'foxesCreated < foxes.length && mouseX < width - 50 && mouseX > width - 100 && mouseY < height - 50 && mouseY > height - 100 && foxesCreated > foxes.length - 10',correct
'maxOffsetY = height - 120 * M',correct
'arc(rEyeX, rEyeY, M * 25, M * 35, 0, .75f * PI)',correct
'Counter.display()',correct
'M = random(.05f, .3f)',correct
'{    colorb = colorb - 10;}',correct
'if (alpha < -60) {    alpha = alpha + 50;}',correct
'width - 50',correct
'millis() - timer >= 10',correct
'float coord8x = beginX + M * 120;',correct
'fill(0);',correct
'{    foxesCreated++;}',correct
'if (foxesCreated > 0 && mouseX < width - 50 && mouseX > width - 100 && mouseY < height && mouseY > height - 50) {    foxesCreated = 0;}',correct
'beginX = random(minOffsetX, (maxOffsetX - 40 * M));',correct
'textAlign(CENTER)',correct
'colorb + random(-5, 5)',correct
'float coord6y = beginY + M * 60',correct
'beginX - M * 60',correct
'foxesCreated > 0 && mouseX < width && mouseX > width - 50',correct
'strokeWeight(5 * M)',correct
'Fox[]',correct
'colorg = 125',correct
'text(foxesCreated, width - 25, height - 100)',correct
'vertex(coord1x, coord1y)',correct
'if (colorg < 0) {    colorg = colorg + 10;}',correct
'120 * M',correct
'coord3x = beginX - M * 40',correct
'float coord5x = beginX + M * 40',correct
'vertex(coord7x, coord7y)',correct
'if (foxesCreated < foxes.length && mouseX < width - 50 && mouseX > width - 100 && mouseY < height - 50 && mouseY > height - 100) {    foxesCreated = foxesCreated + 10;}',correct
'beginY = random(minOffsetY, (maxOffsetY - 40 * M))',correct
'beginX = random(minOffsetX, maxOffsetX) - 40 * M',correct
'random(minOffsetY, maxOffsetY)',correct
'{    alpha = alpha + 50;}',correct
'for (int i = 0; i < FOXES; i++) {    foxes[i] = new Fox();}',correct
'height - 15',correct
'float coord9y = beginY;',correct
'minOffsetX = 110 * M',correct
'float coord6y = beginY + M * 60;',correct
'colorg + 10',correct
'float coord6x = beginX + M * 140',correct
'float coord7x = beginX + M * 120;',correct
'float beginY = random(minOffsetY, maxOffsetY) - 40 * M;',StdCyclomaticComplexity
'float coord5y = beginY + M * 160',correct
'Fox',correct
'float coord4x = beginX - M * 60',correct
'float minOffsetY = 110 * M;',correct
'alpha < -60',correct
'if (alpha > 255) {    alpha = -50;}',correct
'colorb = colorb - 10;',correct
'i < FOXES',correct
'float lEyeX = beginX',correct
'beginY - M * 40',correct
'Processing',correct
'i < foxesCreated',correct
'background(255)',correct
'alpha = alpha + random(0, 3);',correct
'arc(lEyeX, lEyeY, M * 25, M * 35, .25f * PI, PI);',correct
'textSize(20);',correct
'float maxOffsetY = height - 120 * M;',correct
'colorb = colorb + 10',correct
'// Rover Vos S2161702 //<>// //<>// //<>//static final int FOXES = 500;',correct
'M * 25',correct
'float coord1x = beginX;',correct
